date,exdate,forward_price,strike_price,time_to_exp,interest_rate,dividend_yield,best_bid,best_offer,mid_price,impl_volatility,volume,open_interest,moneyness
2020-01-02,2020-01-10,86.052002,88.5,0.021917808219178,0.015,0,1.7399999999999998,1.7600000000000002,1.75,0.542204,2080,1185,0.9723390056497175
2020-01-02,2020-01-10,86.052002,89.0,0.021917808219178,0.015,0,1.5699999999999998,1.6,1.585,0.542931,5350,2415,0.9668764269662922
2020-01-02,2020-01-10,86.052002,89.5,0.021917808219178,0.015,0,1.42,1.44,1.4300000000000002,0.543187,915,480,0.9614748826815642
2020-01-02,2020-01-10,86.052002,90.0,0.021917808219178,0.015,0,1.28,1.3,1.29,0.544092,12400,6625,0.9561333555555556
2020-01-02,2020-01-10,86.052002,90.5,0.021917808219178,0.015,0,1.16,1.1800000000000002,1.17,0.547025,780,355,0.9508508508287293
2020-01-02,2020-01-10,86.052002,91.0,0.021917808219178,0.015,0,1.04,1.05,1.045,0.546347,2575,1190,0.9456263956043957
2020-01-02,2020-01-10,86.052002,91.5,0.021917808219178,0.015,0,0.94,0.95,0.945,0.549274,1145,2845,0.9404590382513661
2020-01-02,2020-01-10,86.052002,92.0,0.021917808219178,0.015,0,0.8400000000000001,0.86,0.85,0.551212,5245,3205,0.9353478478260869
2020-01-02,2020-01-10,86.052002,92.5,0.021917808219178,0.015,0,0.75,0.77,0.76,0.552223,2945,1530,0.9302919135135135
2020-01-02,2020-01-10,86.052002,93.0,0.021917808219178,0.015,0,0.6799999999999999,0.6900000000000001,0.6849999999999999,0.555217,3095,1905,0.9252903440860215
2020-01-02,2020-01-10,86.052002,93.5,0.021917808219178,0.015,0,0.61,0.62,0.615,0.557598,1110,405,0.9203422673796792
2020-01-02,2020-01-10,86.052002,94.0,0.021917808219178,0.015,0,0.546,0.554,0.55,0.559475,3875,2175,0.915446829787234
2020-01-02,2020-01-10,86.052002,94.5,0.021917808219178,0.015,0,0.488,0.496,0.492,0.561603,1445,305,0.9106031957671958
2020-01-02,2020-01-10,86.052002,95.0,0.021917808219178,0.015,0,0.436,0.444,0.44,0.56383,2120,1325,0.905810547368421
2020-01-02,2020-01-10,86.052002,95.5,0.021917808219178,0.015,0,0.392,0.398,0.395,0.566831,780,645,0.9010680837696335
2020-01-02,2020-01-10,86.052002,96.0,0.021917808219178,0.015,0,0.35,0.356,0.353,0.569243,2755,1695,0.8963750208333333
2020-01-02,2020-01-10,86.052002,96.5,0.021917808219178,0.015,0,0.314,0.318,0.316,0.571995,395,230,0.8917305906735752
2020-01-02,2020-01-10,86.052002,97.0,0.021917808219178,0.015,0,0.2799999999999999,0.284,0.282,0.574371,1715,970,0.8871340412371134
2020-01-02,2020-01-10,86.052002,97.5,0.021917808219178,0.015,0,0.25,0.256,0.253,0.577572,810,295,0.882584635897436
2020-01-02,2020-01-10,86.052002,98.0,0.021917808219178,0.015,0,0.224,0.2279999999999999,0.2259999999999999,0.580223,3155,1585,0.8780816530612245
2020-01-02,2020-01-10,86.052002,98.5,0.021917808219178,0.015,0,0.2,0.208,0.204,0.58421,990,240,0.873624385786802
2020-01-02,2020-01-10,86.052002,99.0,0.021917808219178,0.015,0,0.178,0.186,0.182,0.586713,690,795,0.8692121414141414
2020-01-02,2020-01-10,86.052002,100.0,0.021917808219178,0.015,0,0.142,0.15,0.146,0.592803,4685,4840,0.86052002
2020-01-02,2020-01-10,86.052002,101.0,0.021917808219178,0.015,0,0.1159999999999999,0.12,0.118,0.599676,525,1630,0.8520000198019803
2020-01-02,2020-01-10,86.052002,102.0,0.021917808219178,0.015,0,0.092,0.098,0.095,0.606062,815,2180,0.8436470784313725
2020-01-02,2020-01-10,86.052002,103.0,0.021917808219178,0.015,0,0.074,0.08,0.077,0.612957,270,785,0.8354563300970874
2020-01-02,2020-01-10,86.052002,104.0,0.021917808219178,0.015,0,0.06,0.066,0.063,0.620569,835,1740,0.8274230961538461
2020-01-02,2020-01-10,86.052002,105.0,0.021917808219178,0.015,0,0.05,0.054,0.052,0.628769,1015,2000,0.8195428761904762
2020-01-02,2020-01-10,86.052002,106.0,0.021917808219178,0.015,0,0.04,0.044,0.0419999999999999,0.634773,520,2050,0.8118113396226415
2020-01-02,2020-01-10,86.052002,107.0,0.021917808219178,0.015,0,0.032,0.038,0.0349999999999999,0.643296,295,670,0.8042243177570093
2020-01-02,2020-01-10,86.052002,108.0,0.021917808219178,0.015,0,0.026,0.032,0.0289999999999999,0.651017,720,1185,0.7967777962962963
2020-01-02,2020-01-10,86.052002,110.0,0.021917808219178,0.015,0,0.02,0.022,0.0209999999999999,0.669763,1030,3360,0.7822909272727273
2020-01-02,2020-01-10,86.052002,115.0,0.021917808219178,0.015,0,0.01,0.012,0.011,0.722774,460,170,0.7482782782608696
2020-01-02,2020-01-17,86.052002,66.0,0.0410958904109589,0.015,0,20.09,20.17,20.130000000000003,0.573165,340,34365,1.303818212121212
2020-01-02,2020-01-17,86.052002,70.0,0.0410958904109589,0.015,0,16.16,16.240000000000002,16.2,0.544365,820,41430,1.2293143142857144
2020-01-02,2020-01-17,86.052002,72.0,0.0410958904109589,0.015,0,14.23,14.31,14.27,0.530691,460,24410,1.1951666944444446
2020-01-02,2020-01-17,86.052002,74.0,0.0410958904109589,0.015,0,12.34,12.42,12.38,0.517515,365,12465,1.162864891891892
2020-01-02,2020-01-17,86.052002,75.0,0.0410958904109589,0.015,0,11.41,11.49,11.45,0.509016,385,10370,1.1473600266666666
2020-01-02,2020-01-17,86.052002,76.0,0.0410958904109589,0.015,0,10.5,10.58,10.54,0.502086,660,18995,1.1322631842105264
2020-01-02,2020-01-17,86.052002,78.0,0.0410958904109589,0.015,0,8.75,8.83,8.790000000000001,0.490559,395,16290,1.103230794871795
2020-01-02,2020-01-17,86.052002,80.0,0.0410958904109589,0.015,0,7.140000000000001,7.2,7.17,0.483431,2225,37035,1.075650025
2020-01-02,2020-01-17,86.052002,81.0,0.0410958904109589,0.015,0,6.39,6.43,6.409999999999999,0.479422,1080,5805,1.0623703950617285
2020-01-02,2020-01-17,86.052002,82.0,0.0410958904109589,0.015,0,5.67,5.720000000000001,5.695,0.476419,1430,20845,1.0494146585365853
2020-01-02,2020-01-17,86.052002,82.5,0.0410958904109589,0.015,0,5.33,5.38,5.3549999999999995,0.475155,405,2100,1.0430545696969697
2020-01-02,2020-01-17,86.052002,83.0,0.0410958904109589,0.015,0,5.01,5.05,5.029999999999999,0.474527,1510,3905,1.036771108433735
2020-01-02,2020-01-17,86.052002,83.5,0.0410958904109589,0.015,0,4.6899999999999995,4.7299999999999995,4.71,0.472911,905,1575,1.0305628982035928
2020-01-02,2020-01-17,86.052002,84.0,0.0410958904109589,0.015,0,4.39,4.42,4.404999999999999,0.471795,4445,36255,1.0244285952380952
2020-01-02,2020-01-17,86.052002,84.5,0.0410958904109589,0.015,0,4.1,4.14,4.12,0.471881,1930,2770,1.0183668875739644
2020-01-02,2020-01-17,86.052002,85.0,0.0410958904109589,0.015,0,3.82,3.85,3.835,0.470198,8900,10240,1.0123764941176472
2020-01-02,2020-01-17,86.052002,85.5,0.0410958904109589,0.015,0,3.56,3.59,3.575,0.470378,2785,1700,1.00645616374269
2020-01-02,2020-01-17,86.052002,86.0,0.0410958904109589,0.015,0,3.31,3.3299999999999996,3.3200000000000003,0.469509,8760,14510,1.0006046744186046
2020-01-02,2020-01-17,86.052002,86.5,0.0410958904109589,0.015,0,3.07,3.1,3.085,0.469807,995,2630,0.9948208323699422
2020-01-02,2020-01-17,86.052002,87.0,0.0410958904109589,0.015,0,2.85,2.88,2.865,0.470534,6930,11655,0.9891034712643678
2020-01-02,2020-01-17,86.052002,88.0,0.0410958904109589,0.015,0,2.43,2.45,2.44,0.468994,6455,16035,0.9778636590909091
2020-01-02,2020-01-17,86.052002,89.0,0.0410958904109589,0.015,0,2.07,2.09,2.08,0.470261,1345,3240,0.9668764269662922
2020-01-02,2020-01-17,86.052002,90.0,0.0410958904109589,0.015,0,1.75,1.77,1.7600000000000002,0.471096,7005,29515,0.9561333555555556
2020-01-02,2020-01-17,86.052002,91.0,0.0410958904109589,0.015,0,1.47,1.49,1.48,0.471905,2350,2035,0.9456263956043957
2020-01-02,2020-01-17,86.052002,92.0,0.0410958904109589,0.015,0,1.23,1.25,1.24,0.473239,2565,10405,0.9353478478260869
2020-01-02,2020-01-17,86.052002,93.0,0.0410958904109589,0.015,0,1.03,1.04,1.035,0.47484,1345,2445,0.9252903440860215
2020-01-02,2020-01-17,86.052002,94.0,0.0410958904109589,0.015,0,0.85,0.8699999999999999,0.86,0.47657,1765,7205,0.915446829787234
2020-01-02,2020-01-17,86.052002,95.0,0.0410958904109589,0.015,0,0.7,0.71,0.705,0.47683,5335,13650,0.905810547368421
2020-01-02,2020-01-17,86.052002,96.0,0.0410958904109589,0.015,0,0.58,0.5900000000000001,0.585,0.47981,8365,18625,0.8963750208333333
2020-01-02,2020-01-17,86.052002,97.0,0.0410958904109589,0.015,0,0.478,0.486,0.482,0.482154,2190,1995,0.8871340412371134
2020-01-02,2020-01-17,86.052002,98.0,0.0410958904109589,0.015,0,0.394,0.4,0.397,0.484919,1535,5865,0.8780816530612245
2020-01-02,2020-01-17,86.052002,99.0,0.0410958904109589,0.015,0,0.32,0.3299999999999999,0.325,0.487235,670,2790,0.8692121414141414
2020-01-02,2020-01-17,86.052002,100.0,0.0410958904109589,0.015,0,0.268,0.27,0.269,0.491102,61885,41330,0.86052002
2020-01-02,2020-01-17,86.052002,101.0,0.0410958904109589,0.015,0,0.216,0.224,0.22,0.493744,1265,2800,0.8520000198019803
2020-01-02,2020-01-17,86.052002,102.0,0.0410958904109589,0.015,0,0.178,0.182,0.18,0.496651,2750,6050,0.8436470784313725
2020-01-02,2020-01-17,86.052002,103.0,0.0410958904109589,0.015,0,0.144,0.152,0.148,0.500139,1265,2605,0.8354563300970874
2020-01-02,2020-01-17,86.052002,104.0,0.0410958904109589,0.015,0,0.12,0.122,0.121,0.503177,4015,6805,0.8274230961538461
2020-01-02,2020-01-17,86.052002,105.0,0.0410958904109589,0.015,0,0.096,0.104,0.1,0.507187,975,1980,0.8195428761904762
2020-01-02,2020-01-17,86.052002,106.0,0.0410958904109589,0.015,0,0.078,0.0839999999999999,0.081,0.509503,1925,3525,0.8118113396226415
2020-01-02,2020-01-17,86.052002,108.0,0.0410958904109589,0.015,0,0.054,0.0579999999999999,0.056,0.518288,930,3710,0.7967777962962963
2020-01-02,2020-01-17,86.052002,109.0,0.0410958904109589,0.015,0,0.0419999999999999,0.05,0.046,0.521669,465,1840,0.7894679082568807
2020-01-02,2020-01-17,86.052002,110.0,0.0410958904109589,0.015,0,0.038,0.04,0.039,0.527198,2810,10375,0.7822909272727273
2020-01-02,2020-01-17,86.052002,111.0,0.0410958904109589,0.015,0,0.028,0.036,0.032,0.530348,1115,1465,0.7752432612612613
2020-01-02,2020-01-17,86.052002,112.0,0.0410958904109589,0.015,0,0.018,0.024,0.0209999999999999,0.519706,370,3180,0.7683214464285715
2020-01-02,2020-01-17,86.052002,115.0,0.0410958904109589,0.015,0,0.014,0.022,0.018,0.555354,1635,1030,0.7482782782608696
2020-01-02,2020-01-17,86.052002,120.0,0.0410958904109589,0.015,0,0.006,0.01,0.008,0.577371,1625,31400,0.7171000166666667
2020-01-02,2020-01-17,86.052002,122.0,0.0410958904109589,0.015,0,0.006,0.008,0.007,0.595528,1265,9765,0.7053442786885246
2020-01-02,2020-01-17,86.052002,124.0,0.0410958904109589,0.015,0,0.002,0.006,0.004,0.590725,2940,4720,0.6939677580645162
2020-01-02,2020-01-17,86.052002,130.0,0.0410958904109589,0.015,0,0.002,0.004,0.003,0.6442,945,8490,0.661938476923077
2020-01-02,2020-01-24,86.052002,84.0,0.0602739726027397,0.015,0,4.89,4.92,4.904999999999999,0.449511,2510,2815,1.0244285952380952
2020-01-02,2020-01-24,86.052002,85.0,0.0602739726027397,0.015,0,4.33,4.38,4.3549999999999995,0.44913,525,1430,1.0123764941176472
2020-01-02,2020-01-24,86.052002,85.5,0.0602739726027397,0.015,0,4.07,4.13,4.1,0.449416,615,415,1.00645616374269
2020-01-02,2020-01-24,86.052002,86.0,0.0602739726027397,0.015,0,3.82,3.87,3.845,0.448442,1340,3730,1.0006046744186046
2020-01-02,2020-01-24,86.052002,86.5,0.0602739726027397,0.015,0,3.5799999999999996,3.63,3.604999999999999,0.448034,300,1350,0.9948208323699422
2020-01-02,2020-01-24,86.052002,87.0,0.0602739726027397,0.015,0,3.3600000000000003,3.38,3.37,0.446991,365,680,0.9891034712643678
2020-01-02,2020-01-24,86.052002,88.0,0.0602739726027397,0.015,0,2.93,2.98,2.955,0.447737,370,1640,0.9778636590909091
2020-01-02,2020-01-24,86.052002,89.0,0.0602739726027397,0.015,0,2.55,2.59,2.57,0.447311,1005,1005,0.9668764269662922
2020-01-02,2020-01-24,86.052002,90.0,0.0602739726027397,0.015,0,2.2,2.25,2.225,0.447037,1345,2115,0.9561333555555556
2020-01-02,2020-01-24,86.052002,91.0,0.0602739726027397,0.015,0,1.9,1.94,1.92,0.447279,405,775,0.9456263956043957
2020-01-02,2020-01-24,86.052002,92.0,0.0602739726027397,0.015,0,1.62,1.67,1.645,0.446935,1115,3105,0.9353478478260869
2020-01-02,2020-01-24,86.052002,93.0,0.0602739726027397,0.015,0,1.39,1.42,1.405,0.447027,340,3270,0.9252903440860215
2020-01-02,2020-01-24,86.052002,94.0,0.0602739726027397,0.015,0,1.1800000000000002,1.22,1.2,0.447959,330,1720,0.915446829787234
2020-01-02,2020-01-24,86.052002,95.0,0.0602739726027397,0.015,0,1.0,1.04,1.02,0.448774,1255,2485,0.905810547368421
2020-01-02,2020-01-24,86.052002,96.0,0.0602739726027397,0.015,0,0.85,0.8800000000000001,0.865,0.449812,460,880,0.8963750208333333
2020-01-02,2020-01-24,86.052002,100.0,0.0602739726027397,0.015,0,0.43,0.444,0.437,0.455167,1105,3365,0.86052002
2020-01-02,2020-01-24,86.052002,104.0,0.0602739726027397,0.015,0,0.21,0.218,0.214,0.46149,405,380,0.8274230961538461
2020-01-02,2020-01-31,86.052002,68.0,0.0794520547945205,0.015,0,18.46,18.57,18.515,0.566314,535,320,1.265470617647059
2020-01-02,2020-01-31,86.052002,71.0,0.0794520547945205,0.015,0,15.53,16.05,15.79,0.557058,750,265,1.2120000281690142
2020-01-02,2020-01-31,86.052002,72.0,0.0794520547945205,0.015,0,14.71,15.13,14.919999999999998,0.556052,750,210,1.1951666944444446
2020-01-02,2020-01-31,86.052002,76.0,0.0794520547945205,0.015,0,11.59,11.66,11.625,0.548828,595,1320,1.1322631842105264
2020-01-02,2020-01-31,86.052002,83.0,0.0794520547945205,0.015,0,6.82,6.88,6.85,0.538788,285,875,1.036771108433735
2020-01-02,2020-01-31,86.052002,84.0,0.0794520547945205,0.015,0,6.2700000000000005,6.3100000000000005,6.29,0.537879,865,6100,1.0244285952380952
2020-01-02,2020-01-31,86.052002,85.0,0.0794520547945205,0.015,0,5.7299999999999995,5.779999999999999,5.755,0.536359,1370,1290,1.0123764941176472
2020-01-02,2020-01-31,86.052002,85.5,0.0794520547945205,0.015,0,5.4799999999999995,5.5200000000000005,5.5,0.535688,415,525,1.00645616374269
2020-01-02,2020-01-31,86.052002,86.0,0.0794520547945205,0.015,0,5.2299999999999995,5.2700000000000005,5.25,0.53475,720,4885,1.0006046744186046
2020-01-02,2020-01-31,86.052002,86.5,0.0794520547945205,0.015,0,4.99,5.04,5.015,0.534595,295,370,0.9948208323699422
2020-01-02,2020-01-31,86.052002,87.0,0.0794520547945205,0.015,0,4.75,4.8,4.775,0.533149,540,1000,0.9891034712643678
2020-01-02,2020-01-31,86.052002,88.0,0.0794520547945205,0.015,0,4.32,4.37,4.345000000000001,0.533071,415,2110,0.9778636590909091
2020-01-02,2020-01-31,86.052002,90.0,0.0794520547945205,0.015,0,3.53,3.5700000000000003,3.55,0.530528,820,4270,0.9561333555555556
2020-01-02,2020-01-31,86.052002,92.0,0.0794520547945205,0.015,0,2.8600000000000003,2.9,2.88,0.529372,310,1060,0.9353478478260869
2020-01-02,2020-01-31,86.052002,93.0,0.0794520547945205,0.015,0,2.56,2.6,2.58,0.528365,260,460,0.9252903440860215
2020-01-02,2020-01-31,86.052002,100.0,0.0794520547945205,0.015,0,1.13,1.16,1.145,0.527675,875,12620,0.86052002
2020-01-02,2020-01-31,86.052002,102.0,0.0794520547945205,0.015,0,0.89,0.91,0.9,0.529221,310,1410,0.8436470784313725
2020-01-02,2020-01-31,86.052002,110.0,0.0794520547945205,0.015,0,0.316,0.3339999999999999,0.325,0.534986,420,1060,0.7822909272727273
2020-01-02,2020-01-31,86.052002,120.0,0.0794520547945205,0.015,0,0.0819999999999999,0.1,0.091,0.549275,310,1815,0.7171000166666667
2020-01-02,2020-02-07,86.052002,85.0,0.0986301369863013,0.015,0,6.37,6.45,6.409999999999999,0.54156,475,480,1.0123764941176472
2020-01-02,2020-02-07,86.052002,86.0,0.0986301369863013,0.015,0,5.88,5.95,5.915,0.540546,1040,505,1.0006046744186046
2020-01-02,2020-02-07,86.052002,88.0,0.0986301369863013,0.015,0,4.970000000000001,5.029999999999999,5.0,0.538066,1705,175,0.9778636590909091
2020-01-02,2020-02-07,86.052002,90.0,0.0986301369863013,0.015,0,4.17,4.2299999999999995,4.2,0.536493,1505,285,0.9561333555555556
2020-01-02,2020-02-07,86.052002,94.0,0.0986301369863013,0.015,0,2.8600000000000003,2.9,2.88,0.532014,1085,395,0.915446829787234
2020-01-02,2020-02-07,86.052002,100.0,0.0986301369863013,0.015,0,1.54,1.59,1.565,0.529557,355,975,0.86052002
2020-01-02,2020-02-07,86.052002,110.0,0.0986301369863013,0.015,0,0.504,0.536,0.52,0.531867,800,135,0.7822909272727273
2020-01-02,2020-02-07,86.052002,120.0,0.0986301369863013,0.015,0,0.156,0.182,0.1689999999999999,0.541505,335,360,0.7171000166666667
2020-01-02,2020-02-14,86.052002,89.0,0.1178082191780822,0.0152,0,4.79,5.0,4.8950000000000005,0.516747,460,0,0.9668764269662922
2020-01-02,2020-02-21,86.052002,80.0,0.136986301369863,0.0152,0,9.84,9.9,9.87,0.511865,425,8860,1.075650025
2020-01-02,2020-02-21,86.052002,83.0,0.136986301369863,0.0152,0,8.040000000000001,8.09,8.065000000000001,0.50649,605,1180,1.036771108433735
2020-01-02,2020-02-21,86.052002,84.0,0.136986301369863,0.0152,0,7.49,7.540000000000001,7.515000000000001,0.504927,1310,3860,1.0244285952380952
2020-01-02,2020-02-21,86.052002,85.0,0.136986301369863,0.0152,0,6.970000000000001,7.01,6.99,0.503362,2165,4705,1.0123764941176472
2020-01-02,2020-02-21,86.052002,86.0,0.136986301369863,0.0152,0,6.470000000000001,6.51,6.49,0.501814,2355,6485,1.0006046744186046
2020-01-02,2020-02-21,86.052002,87.0,0.136986301369863,0.0152,0,5.99,6.029999999999999,6.01,0.499945,2335,3915,0.9891034712643678
2020-01-02,2020-02-21,86.052002,88.0,0.136986301369863,0.0152,0,5.54,5.58,5.5600000000000005,0.498521,445,3520,0.9778636590909091
2020-01-02,2020-02-21,86.052002,90.0,0.136986301369863,0.0152,0,4.720000000000001,4.75,4.735,0.495894,1240,5255,0.9561333555555556
2020-01-02,2020-02-21,86.052002,91.0,0.136986301369863,0.0152,0,4.35,4.38,4.365,0.495192,350,3930,0.9456263956043957
2020-01-02,2020-02-21,86.052002,92.0,0.136986301369863,0.0152,0,4.0,4.029999999999999,4.015,0.494268,325,2900,0.9353478478260869
2020-01-02,2020-02-21,86.052002,94.0,0.136986301369863,0.0152,0,3.3600000000000003,3.3899999999999997,3.375,0.492092,610,5355,0.915446829787234
2020-01-02,2020-02-21,86.052002,95.0,0.136986301369863,0.0152,0,3.08,3.12,3.1,0.492218,365,4250,0.905810547368421
2020-01-02,2020-02-21,86.052002,96.0,0.136986301369863,0.0152,0,2.82,2.85,2.835,0.49154,530,8880,0.8963750208333333
2020-01-02,2020-02-21,86.052002,98.0,0.136986301369863,0.0152,0,2.3600000000000003,2.38,2.37,0.49118,355,1700,0.8780816530612245
2020-01-02,2020-02-21,86.052002,99.0,0.136986301369863,0.0152,0,2.15,2.17,2.16,0.490712,450,1365,0.8692121414141414
2020-01-02,2020-02-21,86.052002,100.0,0.136986301369863,0.0152,0,1.96,1.98,1.97,0.49069,1940,4140,0.86052002
2020-01-02,2020-02-21,86.052002,106.0,0.136986301369863,0.0152,0,1.11,1.13,1.12,0.492466,1490,960,0.8118113396226415
2020-01-02,2020-02-21,86.052002,110.0,0.136986301369863,0.0152,0,0.75,0.77,0.76,0.49446,645,2230,0.7822909272727273
2020-01-02,2020-02-21,86.052002,120.0,0.136986301369863,0.0152,0,0.2779999999999999,0.294,0.286,0.502479,1010,2855,0.7171000166666667
2020-01-02,2020-02-21,86.052002,121.0,0.136986301369863,0.0152,0,0.248,0.266,0.257,0.502588,260,280,0.7111735702479339
2020-01-02,2020-02-21,86.052002,130.0,0.136986301369863,0.0152,0,0.096,0.11,0.103,0.508718,260,2105,0.661938476923077
2020-01-02,2020-03-20,86.052002,80.0,0.2136986301369863,0.0151,0,10.84,10.9,10.87,0.475714,5235,58500,1.075650025
2020-01-02,2020-03-20,86.052002,82.0,0.2136986301369863,0.0151,0,9.65,9.71,9.68,0.4724,380,8215,1.0494146585365853
2020-01-02,2020-03-20,86.052002,84.0,0.2136986301369863,0.0151,0,8.55,8.61,8.58,0.469472,355,4525,1.0244285952380952
2020-01-02,2020-03-20,86.052002,85.0,0.2136986301369863,0.0151,0,8.040000000000001,8.09,8.065000000000001,0.468193,780,2945,1.0123764941176472
2020-01-02,2020-03-20,86.052002,86.0,0.2136986301369863,0.0151,0,7.55,7.58,7.565,0.466522,2720,3820,1.0006046744186046
2020-01-02,2020-03-20,86.052002,87.0,0.2136986301369863,0.0151,0,7.07,7.12,7.095000000000001,0.46545,1180,1905,0.9891034712643678
2020-01-02,2020-03-20,86.052002,89.0,0.2136986301369863,0.0151,0,6.1899999999999995,6.2299999999999995,6.21,0.46283,2660,2345,0.9668764269662922
2020-01-02,2020-03-20,86.052002,90.0,0.2136986301369863,0.0151,0,5.79,5.83,5.8100000000000005,0.46226,1010,17260,0.9561333555555556
2020-01-02,2020-03-20,86.052002,92.0,0.2136986301369863,0.0151,0,5.04,5.08,5.0600000000000005,0.460556,380,3085,0.9353478478260869
2020-01-02,2020-03-20,86.052002,94.0,0.2136986301369863,0.0151,0,4.37,4.41,4.39,0.459088,540,3375,0.915446829787234
2020-01-02,2020-03-20,86.052002,96.0,0.2136986301369863,0.0151,0,3.78,3.82,3.8,0.458263,305,3820,0.8963750208333333
2020-01-02,2020-03-20,86.052002,100.0,0.2136986301369863,0.0151,0,2.82,2.85,2.835,0.45819,2665,22535,0.86052002
2020-01-02,2020-03-20,86.052002,104.0,0.2136986301369863,0.0151,0,2.09,2.12,2.105,0.459461,585,4900,0.8274230961538461
2020-01-02,2020-03-20,86.052002,106.0,0.2136986301369863,0.0151,0,1.7899999999999998,1.83,1.81,0.460311,340,345,0.8118113396226415
2020-01-02,2020-03-20,86.052002,108.0,0.2136986301369863,0.0151,0,1.54,1.58,1.56,0.461812,1070,2860,0.7967777962962963
2020-01-02,2020-03-20,86.052002,110.0,0.2136986301369863,0.0151,0,1.33,1.36,1.345,0.463499,580,635,0.7822909272727273
2020-01-02,2020-03-20,86.052002,111.0,0.2136986301369863,0.0151,0,1.24,1.27,1.255,0.465043,355,70,0.7752432612612613
2020-01-02,2020-03-20,86.052002,118.0,0.2136986301369863,0.0151,0,0.74,0.78,0.76,0.473428,420,85,0.7292542542372882
2020-01-02,2020-03-20,86.052002,120.0,0.2136986301369863,0.0151,0,0.6599999999999999,0.67,0.665,0.476796,415,1415,0.7171000166666667
2020-01-02,2020-03-20,86.052002,128.0,0.2136986301369863,0.0151,0,0.374,0.39,0.382,0.486871,465,15,0.672281265625
2020-01-02,2020-03-20,86.052002,129.0,0.2136986301369863,0.0151,0,0.346,0.368,0.357,0.488167,540,1315,0.6670697829457365
2020-01-02,2020-05-15,86.052002,85.0,0.3671232876712328,0.0151,0,10.45,10.74,10.595,0.475889,440,505,1.0123764941176472
2020-01-02,2020-05-15,86.052002,98.0,0.3671232876712328,0.0151,0,5.43,5.71,5.57,0.464419,310,1865,0.8780816530612245
2020-01-02,2020-05-15,86.052002,112.0,0.3671232876712328,0.0151,0,2.59,2.77,2.68,0.46434,380,935,0.7683214464285715
2020-01-02,2020-05-15,86.052002,116.0,0.3671232876712328,0.0151,0,2.13,2.26,2.195,0.467224,1235,980,0.7418276034482759
2020-01-02,2020-05-15,86.052002,120.0,0.3671232876712328,0.0151,0,1.7399999999999998,1.86,1.8,0.47019,870,2485,0.7171000166666667
